sequence,transport_type,fsw_timestamp_sec,arrival_timestamp_sec,latency_ms
71,2,1771080826.597437,1771080826.5978851,0.4482269287109375
72,2,1771080827.597469,1771080827.5978603,0.39124488830566406
73,2,1771080828.598007,1771080828.5983865,0.3795623779296875
74,2,1771080829.597586,1771080829.5978694,0.2834796905517578
75,2,1771080830.597522,1771080830.5979438,0.42176246643066406
76,2,1771080831.597553,1771080831.5979207,0.3676414489746094
77,2,1771080832.598773,1771080832.5992064,0.4334449768066406
78,2,1771080833.598587,1771080833.599023,0.4360675811767578
79,2,1771080834.597634,1771080834.5979288,0.29468536376953125
80,2,1771080835.597502,1771080835.597941,0.43892860412597656
81,2,1771080836.597626,1771080836.5980487,0.4227161407470703
82,2,1771080837.59759,1771080837.5980227,0.43272972106933594
83,2,1771080838.598448,1771080838.598939,0.4909038543701172
84,2,1771080839.595253,1771080839.595934,0.6809234619140625
85,2,1771080840.597747,1771080840.5981224,0.3752708435058594
86,2,1771080841.597709,1771080841.5981143,0.40531158447265625
87,2,1771080842.597549,1771080842.5980387,0.4897117614746094
88,2,1771080843.597704,1771080843.598137,0.4329681396484375
89,2,1771080844.595491,1771080844.5959651,0.4742145538330078
90,2,1771080845.597497,1771080845.5978065,0.3094673156738281
91,2,1771080846.597676,1771080846.5978608,0.18477439880371094
92,2,1771080847.597434,1771080847.597609,0.17499923706054688
93,2,1771080848.597619,1771080848.597916,0.2968311309814453
94,2,1771080849.598349,1771080849.598835,0.4858970642089844
95,2,1771080850.597793,1771080850.5980923,0.29921531677246094
96,2,1771080851.597628,1771080851.5980506,0.42247772216796875
97,2,1771080852.599514,1771080852.5999346,0.42057037353515625
98,2,1771080853.597712,1771080853.5981061,0.3941059112548828
99,2,1771080854.597932,1771080854.598353,0.4208087921142578
100,2,1771080855.597719,1771080855.5982573,0.5383491516113281
101,2,1771080856.598956,1771080856.599361,0.4048347473144531
102,2,1771080857.598148,1771080857.5985715,0.423431396484375
103,2,1771080858.598187,1771080858.5985987,0.41174888610839844
104,2,1771080859.597967,1771080859.598403,0.4360675811767578
105,2,1771080860.598674,1771080860.5990834,0.4093647003173828
